harness-bc01-copied-run	evidence-mutant	copied-run-receipt	BC01_COPIED_RUN_DETECTED
harness-bc01-noop	harness-mutant	missing-action-receipt	BC01_SUT_ACTION_MISSING
harness-bc01-observer-synthesis	observer-mutant	normalized-without-raw	BC01_COVERAGE_INVALID
harness-bc01-raw-post-seal-tamper	evidence-mutant	raw-post-seal-tamper	BC01_RAW_SEAL_INVALID
harness-bc01-second-run-drift	harness-mutant	second-run-semantic-drift	BC01_SECOND_RUN_DRIFT_DETECTED
harness-bc01-sentinel-leak	harness-mutant	cross-namespace-sentinel	BC01_SENTINEL_LEAK_DETECTED
neg-bc01-association-idempotent	sut-mutant	logical-association-duplication	BC01_ASSOCIATION_DUPLICATION_DETECTED
neg-bc01-distinct-occurrence	sut-mutant	distinct-occurrence-collapse	BC01_DISTINCT_OCCURRENCE_COLLAPSE_DETECTED
neg-bc01-occurrence-collapse	sut-mutant	occurrence-collapse	BC01_OCCURRENCE_COLLAPSE_DETECTED
neg-bc01-payload-collision	counterfactual	payload-collision-acceptance	BC01_PAYLOAD_COLLISION_ACCEPTED
neg-bc01-retry-duplication	sut-mutant	retry-occurrence-duplication	BC01_RETRY_DUPLICATION_DETECTED
