case-duplicate	authoritative-state	scope-1	revision	rev-1	0001
case-duplicate	effect-request	effect-1	binding	result-1,scope-1,rev-1	0001
case-duplicate	evaluation-result	result-1	completeness	complete	0001
case-duplicate	evaluation-result	result-1	disposition	rejected	0001
case-duplicate	evaluation-result	result-1	payload	public-a	0001
case-fault	authoritative-state	scope-1	revision	rev-1	0001
case-fault	effect-request	effect-1	binding	result-1,scope-1,rev-1	0001
case-fault	evaluation-result	result-1	completeness	complete	0001
case-fault	evaluation-result	result-1	disposition	accepted	0001
case-fault	evaluation-result	result-1	payload	public-a	0001
case-incomplete	authoritative-state	scope-1	revision	rev-1	0001
case-incomplete	effect-request	effect-1	binding	result-1,scope-1,rev-1	0001
case-incomplete	evaluation-result	result-1	completeness	incomplete	0001
case-incomplete	evaluation-result	result-1	disposition	accepted	0001
case-incomplete	evaluation-result	result-1	payload	public-a	0001
case-rejected	authoritative-state	scope-1	revision	rev-1	0001
case-rejected	effect-request	effect-1	binding	result-1,scope-1,rev-1	0001
case-rejected	evaluation-result	result-1	completeness	complete	0001
case-rejected	evaluation-result	result-1	disposition	rejected	0001
case-rejected	evaluation-result	result-1	payload	public-a	0001
case-stale	authoritative-state	scope-1	revision	rev-1	0001
case-stale	effect-request	effect-1	binding	result-1,scope-1,rev-0	0001
case-stale	evaluation-result	result-1	completeness	complete	0001
case-stale	evaluation-result	result-1	disposition	accepted	0001
case-stale	evaluation-result	result-1	payload	public-a	0001
