BC01_ASSOCIATION_IDEMPOTENT	BC01	CC01	positive	cap-bc01-delivery	sut-setup-bc01	sut-retry-delivery	raw-bc01-observation	norm-bc01-observation	oracle-bc01-association-idempotent	coverage-bc01	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc01-association-idempotent
BC01_DISTINCT_OCCURRENCE	BC01	CC01	positive	cap-bc01-delivery	sut-setup-bc01	sut-deliver-distinct	raw-bc01-observation	norm-bc01-observation	oracle-bc01-distinct-occurrence	coverage-bc01	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc01-distinct-occurrence
BC01_OCCURRENCE_COLLAPSE	BC01	CC01	control	cap-bc01-delivery	sut-setup-bc01	sut-deliver-distinct	raw-bc01-observation	norm-bc01-observation	oracle-bc01-occurrence-collapse	coverage-bc01	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc01-occurrence-collapse
BC01_PAYLOAD_COLLISION	BC01	CC01	control	cap-bc01-delivery	sut-setup-bc01	sut-deliver-collision	raw-bc01-observation	norm-bc01-observation	oracle-bc01-payload-collision	coverage-bc01	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc01-payload-collision
BC01_RETRY_DUPLICATION	BC01	CC01	control	cap-bc01-delivery	sut-setup-bc01	sut-retry-delivery	raw-bc01-observation	norm-bc01-observation	oracle-bc01-retry-duplication	coverage-bc01	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc01-retry-duplication
BC02_COMPLETE_AVAILABLE	BC02	CC02	positive	cap-bc02-root	sut-setup-bc02	sut-form-root	raw-bc02-observation	norm-bc02-observation	oracle-bc02-complete-available	coverage-bc02	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc02-complete-available
BC02_HEALTHY_RETRY	BC02	CC02	positive	cap-bc02-root	sut-setup-bc02	sut-retry-root	raw-bc02-observation	norm-bc02-observation	oracle-bc02-healthy-retry	coverage-bc02	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc02-healthy-retry
BC02_INCOMPLETE_AS_COMPLETE	BC02	CC02	control	cap-bc02-root	sut-setup-bc02	sut-form-root	raw-bc02-observation	norm-bc02-observation	oracle-bc02-incomplete-as-complete	coverage-bc02	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc02-incomplete-as-complete
BC02_PARTIAL_RESIDUE	BC02	CC02	control	cap-bc02-root	sut-setup-bc02	sut-form-root	raw-bc02-observation	norm-bc02-observation	oracle-bc02-partial-residue	coverage-bc02	set-bc02-root-boundaries	all	PASS	inventory-repository	inventory-repository	fault	neg-bc02-partial-residue
BC02_POISONED_RETRY	BC02	CC02	control	cap-bc02-root	sut-setup-bc02	sut-retry-root	raw-bc02-observation	norm-bc02-observation	oracle-bc02-poisoned-retry	coverage-bc02	set-bc02-root-boundaries	all	PASS	inventory-repository	inventory-repository	fault	neg-bc02-poisoned-retry
BC02_ROLLBACK_COMPLETE	BC02	CC02	positive	cap-bc02-root	sut-setup-bc02	sut-form-root	raw-bc02-observation	norm-bc02-observation	oracle-bc02-rollback-complete	coverage-bc02	set-bc02-root-boundaries	all	PASS	inventory-repository	inventory-repository	fault	neg-bc02-rollback-complete
BC03_ACCEPTED_HEAD	BC03	CC03	positive	cap-bc03-publication	sut-setup-bc03	sut-publish-root	raw-bc03-observation	norm-bc03-observation	oracle-bc03-accepted-head	coverage-bc03	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc03-accepted-head
BC03_PUBLICATION_SEPARATE	BC03	CC03	positive	cap-bc03-publication	sut-setup-bc03	sut-publish-root	raw-bc03-observation	norm-bc03-observation	oracle-bc03-publication-separate	coverage-bc03	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc03-publication-separate
BC03_REJECTED_IS_HEAD	BC03	CC03	control	cap-bc03-publication	sut-setup-bc03	sut-publish-root	raw-bc03-observation	norm-bc03-observation	oracle-bc03-rejected-is-head	coverage-bc03	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc03-rejected-is-head
BC03_STORED_IS_HEAD	BC03	CC03	control	cap-bc03-publication	sut-setup-bc03	sut-store-root	raw-bc03-observation	norm-bc03-observation	oracle-bc03-stored-is-head	coverage-bc03	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc03-stored-is-head
BC03_STORED_ROOT_SEPARATE	BC03	CC03	positive	cap-bc03-publication	sut-setup-bc03	sut-store-root	raw-bc03-observation	norm-bc03-observation	oracle-bc03-stored-root-separate	coverage-bc03	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc03-stored-root-separate
BC03_WRONG_AUTHORITY_HEAD	BC03	CC03	control	cap-bc03-publication	sut-setup-bc03	sut-derive-heads	raw-bc03-observation	norm-bc03-observation	oracle-bc03-wrong-authority-head	coverage-bc03	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc03-wrong-authority-head
BC04_AMBIENT_FALLBACK	BC04	CC04	control	cap-bc04-read	sut-setup-bc04	sut-read-published	raw-bc04-observation	norm-bc04-observation	oracle-bc04-ambient-fallback	coverage-bc04	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc04-ambient-fallback
BC04_EXACT_PUBLISHED_COLLAPSE	BC04	CC04	control	cap-bc04-read	sut-setup-bc04	sut-read-published	raw-bc04-observation	norm-bc04-observation	oracle-bc04-exact-published-collapse	coverage-bc04	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc04-exact-published-collapse
BC04_EXACT_READ	BC04	CC04	positive	cap-bc04-read	sut-setup-bc04	sut-read-exact	raw-bc04-observation	norm-bc04-observation	oracle-bc04-exact-read	coverage-bc04	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc04-exact-read
BC04_PUBLISHED_READ	BC04	CC04	positive	cap-bc04-read	sut-setup-bc04	sut-read-published	raw-bc04-observation	norm-bc04-observation	oracle-bc04-published-read	coverage-bc04	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc04-published-read
BC04_UNACCEPTED_AVAILABLE	BC04	CC04	control	cap-bc04-read	sut-setup-bc04	sut-read-published	raw-bc04-observation	norm-bc04-observation	oracle-bc04-unaccepted-available	coverage-bc04	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc04-unaccepted-available
BC05_AMBIENT_ADVANCE	BC05	CC05	control	cap-bc05-closure	sut-setup-bc05	sut-advance-and-resolve	raw-bc05-observation	norm-bc05-observation	oracle-bc05-ambient-advance	coverage-bc05	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc05-ambient-advance
BC05_BINDING_OMISSION	BC05	CC05	control	cap-bc05-closure	sut-setup-bc05	sut-resolve-pinned-closure	raw-bc05-observation	norm-bc05-observation	oracle-bc05-binding-omission	coverage-bc05	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc05-binding-omission
BC05_COMPLETE_CLOSURE	BC05	CC05	positive	cap-bc05-closure	sut-setup-bc05	sut-resolve-pinned-closure	raw-bc05-observation	norm-bc05-observation	oracle-bc05-complete-closure	coverage-bc05	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc05-complete-closure
BC05_DEFINITION_OMISSION	BC05	CC05	control	cap-bc05-closure	sut-setup-bc05	sut-resolve-pinned-closure	raw-bc05-observation	norm-bc05-observation	oracle-bc05-definition-omission	coverage-bc05	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc05-definition-omission
BC05_MISSING_AS_EMPTY	BC05	CC05	control	cap-bc05-closure	sut-setup-bc05	sut-resolve-pinned-closure	raw-bc05-observation	norm-bc05-observation	oracle-bc05-missing-as-empty	coverage-bc05	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc05-missing-as-empty
BC05_PINNED_KNOWLEDGE_CUT	BC05	CC05	positive	cap-bc05-closure	sut-setup-bc05	sut-advance-and-resolve	raw-bc05-observation	norm-bc05-observation	oracle-bc05-pinned-knowledge-cut	coverage-bc05	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc05-pinned-knowledge-cut
BC05_ROOT_OMISSION	BC05	CC05	control	cap-bc05-closure	sut-setup-bc05	sut-resolve-pinned-closure	raw-bc05-observation	norm-bc05-observation	oracle-bc05-root-omission	coverage-bc05	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc05-root-omission
BC05_SEMANTICS_OMISSION	BC05	CC05	control	cap-bc05-closure	sut-setup-bc05	sut-resolve-pinned-closure	raw-bc05-observation	norm-bc05-observation	oracle-bc05-semantics-omission	coverage-bc05	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc05-semantics-omission
BC05_TRANSITIVE_OMISSION	BC05	CC05	control	cap-bc05-closure	sut-setup-bc05	sut-resolve-pinned-closure	raw-bc05-observation	norm-bc05-observation	oracle-bc05-transitive-omission	coverage-bc05	-	-	PASS	inventory-repository	inventory-repository	counterfactual	neg-bc05-transitive-omission
BC06_OBSERVATION_WRITE	BC06	CC06	control	cap-bc06-pure-evaluation	sut-setup-bc06	sut-evaluate-pure	raw-bc06-observation	norm-bc06-observation	oracle-bc06-observation-write	coverage-bc06	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc06-observation-write
BC06_PURE_ZERO_AXES	BC06	CC06	positive	cap-bc06-pure-evaluation	sut-setup-bc06	sut-evaluate-pure	raw-bc06-observation	norm-bc06-observation	oracle-bc06-pure-zero-axes	coverage-bc06	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc06-pure-zero-axes
BC06_REPOSITORY_UNCHANGED	BC06	CC06	positive	cap-bc06-pure-evaluation	sut-setup-bc06	sut-evaluate-pure	raw-bc06-observation	norm-bc06-observation	oracle-bc06-repository-unchanged	coverage-bc06	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc06-repository-unchanged
BC06_RESULT_WRITE	BC06	CC06	control	cap-bc06-pure-evaluation	sut-setup-bc06	sut-evaluate-pure	raw-bc06-observation	norm-bc06-observation	oracle-bc06-result-write	coverage-bc06	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc06-result-write
BC06_STATE_WRITE	BC06	CC06	control	cap-bc06-pure-evaluation	sut-setup-bc06	sut-evaluate-pure	raw-bc06-observation	norm-bc06-observation	oracle-bc06-state-write	coverage-bc06	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc06-state-write
BC07_EFFECT_101	BC07	CC07	positive	cap-bc07-write-axes	sut-setup-bc07	sut-apply-effect	raw-bc07-observation	norm-bc07-observation	oracle-bc07-effect-101	coverage-bc07	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc07-effect-101
BC07_OBSERVATION_WITHOUT_TRANSITION	BC07	CC07	control	cap-bc07-write-axes	sut-setup-bc07	sut-apply-effect	raw-bc07-observation	norm-bc07-observation	oracle-bc07-observation-without-transition	coverage-bc07	-	-	PASS	inventory-repository	inventory-repository	sut-mutant	neg-bc07-observation-without-transition
