01	BC02	BC02_COMPLETE_AVAILABLE	case-bc02-complete	bc02-complete-available--case-bc02-complete	runner/run-bc02-runtime.sh	runner/verify-bc02-runtime.sh	oracle-result+mandatory-gates
02	BC02	BC02_HEALTHY_RETRY	case-bc02-incomplete-corrected	bc02-healthy-retry--case-bc02-incomplete-corrected	runner/run-bc02-runtime.sh	runner/verify-bc02-runtime.sh	oracle-result+mandatory-gates
03	BC02	BC02_INCOMPLETE_AS_COMPLETE	case-bc02-incomplete-missing	bc02-incomplete-as-complete--case-bc02-incomplete-missing	runner/run-bc02-runtime.sh	runner/verify-bc02-runtime.sh	oracle-result+mandatory-gates
04	BC02	BC02_INCOMPLETE_AS_COMPLETE	case-bc02-incomplete-substitution	bc02-incomplete-as-complete--case-bc02-incomplete-substitution	runner/run-bc02-runtime.sh	runner/verify-bc02-runtime.sh	oracle-result+mandatory-gates
05	BC02	BC02_PARTIAL_RESIDUE	case-bc02-after-root-header	bc02-partial-residue--case-bc02-after-root-header	runner/run-bc02-runtime.sh	runner/verify-bc02-runtime.sh	oracle-result+mandatory-gates
06	BC02	BC02_PARTIAL_RESIDUE	case-bc02-after-root-member	bc02-partial-residue--case-bc02-after-root-member	runner/run-bc02-runtime.sh	runner/verify-bc02-runtime.sh	oracle-result+mandatory-gates
07	BC02	BC02_POISONED_RETRY	case-bc02-after-root-header	bc02-poisoned-retry--case-bc02-after-root-header	runner/run-bc02-runtime.sh	runner/verify-bc02-runtime.sh	oracle-result+mandatory-gates
08	BC02	BC02_POISONED_RETRY	case-bc02-after-root-member	bc02-poisoned-retry--case-bc02-after-root-member	runner/run-bc02-runtime.sh	runner/verify-bc02-runtime.sh	oracle-result+mandatory-gates
09	BC02	BC02_ROLLBACK_COMPLETE	case-bc02-after-root-header	bc02-rollback-complete--case-bc02-after-root-header	runner/run-bc02-runtime.sh	runner/verify-bc02-runtime.sh	oracle-result+mandatory-gates
10	BC02	BC02_ROLLBACK_COMPLETE	case-bc02-after-root-member	bc02-rollback-complete--case-bc02-after-root-member	runner/run-bc02-runtime.sh	runner/verify-bc02-runtime.sh	oracle-result+mandatory-gates
11	BC06	BC06_OBSERVATION_WRITE	-	bc06-observation-write	runner/run-bc06-runtime.sh	runner/verify-bc06-runtime.sh	oracle-result+negative-receipt
12	BC06	BC06_PURE_ZERO_AXES	-	bc06-pure-zero-axes	runner/run-bc06-runtime.sh	runner/verify-bc06-runtime.sh	oracle-result+negative-receipt
13	BC06	BC06_REPOSITORY_UNCHANGED	-	bc06-repository-unchanged	runner/run-bc06-runtime.sh	runner/verify-bc06-runtime.sh	oracle-result+negative-receipt
14	BC06	BC06_RESULT_WRITE	-	bc06-result-write	runner/run-bc06-runtime.sh	runner/verify-bc06-runtime.sh	oracle-result+negative-receipt
15	BC06	BC06_STATE_WRITE	-	bc06-state-write	runner/run-bc06-runtime.sh	runner/verify-bc06-runtime.sh	oracle-result+negative-receipt
16	BC01	BC01_ASSOCIATION_IDEMPOTENT	case-bc01-retry	bc01-association-idempotent--case-bc01-retry	runner/run-bc01-runtime.sh	runner/verify-bc01-runtime.sh	oracle-result+negative-receipt
17	BC01	BC01_DISTINCT_OCCURRENCE	case-bc01-distinct	bc01-distinct-occurrence--case-bc01-distinct	runner/run-bc01-runtime.sh	runner/verify-bc01-runtime.sh	oracle-result+negative-receipt
18	BC01	BC01_OCCURRENCE_COLLAPSE	case-bc01-distinct	bc01-occurrence-collapse--case-bc01-distinct	runner/run-bc01-runtime.sh	runner/verify-bc01-runtime.sh	oracle-result+negative-receipt
19	BC01	BC01_PAYLOAD_COLLISION	case-bc01-payload-collision	bc01-payload-collision--case-bc01-payload-collision	runner/run-bc01-runtime.sh	runner/verify-bc01-runtime.sh	oracle-result+negative-receipt
20	BC01	BC01_RETRY_DUPLICATION	case-bc01-retry	bc01-retry-duplication--case-bc01-retry	runner/run-bc01-runtime.sh	runner/verify-bc01-runtime.sh	oracle-result+negative-receipt
21	BC03	BC03_ACCEPTED_HEAD	case-bc03-accepted	bc03-accepted-head--case-bc03-accepted	runner/run-bc03-runtime.sh	runner/verify-bc03-runtime.sh	oracle-result+negative-receipt
22	BC03	BC03_PUBLICATION_SEPARATE	case-bc03-accepted	bc03-publication-separate--case-bc03-accepted	runner/run-bc03-runtime.sh	runner/verify-bc03-runtime.sh	oracle-result+negative-receipt
23	BC03	BC03_REJECTED_IS_HEAD	case-bc03-rejected	bc03-rejected-is-head--case-bc03-rejected	runner/run-bc03-runtime.sh	runner/verify-bc03-runtime.sh	oracle-result+negative-receipt
24	BC03	BC03_STORED_IS_HEAD	case-bc03-stored	bc03-stored-is-head--case-bc03-stored	runner/run-bc03-runtime.sh	runner/verify-bc03-runtime.sh	oracle-result+negative-receipt
25	BC03	BC03_STORED_ROOT_SEPARATE	case-bc03-stored	bc03-stored-root-separate--case-bc03-stored	runner/run-bc03-runtime.sh	runner/verify-bc03-runtime.sh	oracle-result+negative-receipt
26	BC03	BC03_WRONG_AUTHORITY_HEAD	case-bc03-wrong-authority	bc03-wrong-authority-head--case-bc03-wrong-authority	runner/run-bc03-runtime.sh	runner/verify-bc03-runtime.sh	oracle-result+negative-receipt
27	BC04	BC04_AMBIENT_FALLBACK	case-bc04-ambient	bc04-ambient-fallback--case-bc04-ambient	runner/run-bc04-runtime.sh	runner/verify-bc04-runtime.sh	oracle-result+negative-receipt
28	BC04	BC04_EXACT_PUBLISHED_COLLAPSE	case-bc04-collapse	bc04-exact-published-collapse--case-bc04-collapse	runner/run-bc04-runtime.sh	runner/verify-bc04-runtime.sh	oracle-result+negative-receipt
29	BC04	BC04_EXACT_READ	case-bc04-exact	bc04-exact-read--case-bc04-exact	runner/run-bc04-runtime.sh	runner/verify-bc04-runtime.sh	oracle-result+negative-receipt
30	BC04	BC04_PUBLISHED_READ	case-bc04-published	bc04-published-read--case-bc04-published	runner/run-bc04-runtime.sh	runner/verify-bc04-runtime.sh	oracle-result+negative-receipt
31	BC04	BC04_UNACCEPTED_AVAILABLE	case-bc04-unaccepted	bc04-unaccepted-available--case-bc04-unaccepted	runner/run-bc04-runtime.sh	runner/verify-bc04-runtime.sh	oracle-result+negative-receipt
32	BC05	BC05_AMBIENT_ADVANCE	case-bc05-ambient	bc05-ambient-advance--case-bc05-ambient	runner/run-bc05-runtime.sh	runner/verify-bc05-runtime.sh	oracle-result+negative-receipt
33	BC05	BC05_BINDING_OMISSION	case-bc05-binding	bc05-binding-omission--case-bc05-binding	runner/run-bc05-runtime.sh	runner/verify-bc05-runtime.sh	oracle-result+negative-receipt
34	BC05	BC05_COMPLETE_CLOSURE	case-bc05-complete	bc05-complete-closure--case-bc05-complete	runner/run-bc05-runtime.sh	runner/verify-bc05-runtime.sh	oracle-result+negative-receipt
35	BC05	BC05_DEFINITION_OMISSION	case-bc05-definition	bc05-definition-omission--case-bc05-definition	runner/run-bc05-runtime.sh	runner/verify-bc05-runtime.sh	oracle-result+negative-receipt
36	BC05	BC05_MISSING_AS_EMPTY	case-bc05-empty	bc05-missing-as-empty--case-bc05-empty	runner/run-bc05-runtime.sh	runner/verify-bc05-runtime.sh	oracle-result+negative-receipt
37	BC05	BC05_PINNED_KNOWLEDGE_CUT	case-bc05-cut	bc05-pinned-knowledge-cut--case-bc05-cut	runner/run-bc05-runtime.sh	runner/verify-bc05-runtime.sh	oracle-result+negative-receipt
38	BC05	BC05_ROOT_OMISSION	case-bc05-root	bc05-root-omission--case-bc05-root	runner/run-bc05-runtime.sh	runner/verify-bc05-runtime.sh	oracle-result+negative-receipt
39	BC05	BC05_SEMANTICS_OMISSION	case-bc05-semantics	bc05-semantics-omission--case-bc05-semantics	runner/run-bc05-runtime.sh	runner/verify-bc05-runtime.sh	oracle-result+negative-receipt
40	BC05	BC05_TRANSITIVE_OMISSION	case-bc05-transitive	bc05-transitive-omission--case-bc05-transitive	runner/run-bc05-runtime.sh	runner/verify-bc05-runtime.sh	oracle-result+negative-receipt
41	BC07	BC07_EFFECT_101	case-bc07-effect	bc07-effect-101--case-bc07-effect	runner/run-bc07-runtime.sh	runner/verify-bc07-runtime.sh	oracle-result+negative-receipt
42	BC07	BC07_OBSERVATION_WITHOUT_TRANSITION	case-bc07-orphan	bc07-observation-without-transition--case-bc07-orphan	runner/run-bc07-runtime.sh	runner/verify-bc07-runtime.sh	oracle-result+negative-receipt
43	BC07	BC07_ORDINARY_000	case-bc07-ordinary	bc07-ordinary-000--case-bc07-ordinary	runner/run-bc07-runtime.sh	runner/verify-bc07-runtime.sh	oracle-result+negative-receipt
44	BC07	BC07_RECORD_IMPLIES_EFFECT	case-bc07-record-effect	bc07-record-implies-effect--case-bc07-record-effect	runner/run-bc07-runtime.sh	runner/verify-bc07-runtime.sh	oracle-result+negative-receipt
45	BC07	BC07_RECORD_ONLY_010	case-bc07-record	bc07-record-only-010--case-bc07-record	runner/run-bc07-runtime.sh	runner/verify-bc07-runtime.sh	oracle-result+negative-receipt
46	BC07	BC07_RESULT_REWRITE	case-bc07-rewrite	bc07-result-rewrite--case-bc07-rewrite	runner/run-bc07-runtime.sh	runner/verify-bc07-runtime.sh	oracle-result+negative-receipt
47	BC08	BC08_COMPLETE_EFFECT	case-bc08-complete	bc08-complete-effect--case-bc08-complete	runner/run-bc08-runtime.sh	runner/verify-bc08-runtime.sh	oracle-result+negative-receipt
48	BC08	BC08_MID_BOUNDARY_FAILURE	case-bc08-boundary	bc08-mid-boundary-failure--case-bc08-boundary	runner/run-bc08-runtime.sh	runner/verify-bc08-runtime.sh	oracle-result+negative-receipt
49	BC08	BC08_MISSING_CURRENT	case-bc08-current	bc08-missing-current--case-bc08-current	runner/run-bc08-runtime.sh	runner/verify-bc08-runtime.sh	oracle-result+negative-receipt
50	BC08	BC08_MISSING_OBSERVATION	case-bc08-observation	bc08-missing-observation--case-bc08-observation	runner/run-bc08-runtime.sh	runner/verify-bc08-runtime.sh	oracle-result+negative-receipt
51	BC08	BC08_MISSING_RESULT	case-bc08-result	bc08-missing-result--case-bc08-result	runner/run-bc08-runtime.sh	runner/verify-bc08-runtime.sh	oracle-result+negative-receipt
