harness-bc09-armed-unreached	fault-harness-mutant	armed-but-not-reached	BC09_FAULT_UNREACHED
harness-bc09-command-custody	evidence-mutant	missing-command-custody	BC09_COMMAND_CUSTODY_INVALID
harness-bc09-db-unhealthy	fault-harness-mutant	healthy-retry-unavailable	BC09_FAULT_RECOVERY_INVALID
harness-bc09-duplicate-delivery	sut-mutant	missing-duplicate-delivery	BC09_DUPLICATE_DELIVERY_INVALID
harness-bc09-noop	harness-mutant	missing-action-receipt	BC09_SUT_ACTION_MISSING
harness-bc09-observer-synthesis	observer-mutant	normalized-without-raw	BC09_COVERAGE_INVALID
harness-bc09-raw-post-seal-tamper	evidence-mutant	raw-post-seal-tamper	BC09_RAW_SEAL_INVALID
harness-bc09-replayed-marker	fault-harness-mutant	replayed-fault-marker	BC09_FAULT_REPLAY_DETECTED
harness-bc09-rollback-drift	fault-harness-mutant	rollback-inventory-drift	BC09_ROLLBACK_INVENTORY_INVALID
harness-bc09-wrong-hook	fault-harness-mutant	wrong-hook	BC09_FAULT_HOOK_INVALID
harness-bc09-wrong-phase	fault-harness-mutant	wrong-phase	BC09_FAULT_PHASE_INVALID
neg-bc09-diagnostic-ephemeral	sut-mutant	detect-persisted-diagnostic	BC09_DIAGNOSTIC_PERSISTENCE_DETECTED
neg-bc09-duplicate-persists	counterfactual	detect-duplicate-attempt-artifact	BC09_DUPLICATE_ARTIFACT_DETECTED
neg-bc09-failpoint-persists	fault	detect-failpoint-artifact	BC09_FAILPOINT_ARTIFACT_DETECTED
neg-bc09-failure-no-persistent-artifact	sut-mutant	detect-failure-artifact	BC09_PERSISTENT_ARTIFACT_DETECTED
neg-bc09-incomplete-persists	counterfactual	detect-incomplete-attempt-artifact	BC09_INCOMPLETE_ARTIFACT_DETECTED
neg-bc09-rejected-persists	counterfactual	detect-rejected-attempt-artifact	BC09_REJECTED_ARTIFACT_DETECTED
neg-bc09-stale-persists	counterfactual	detect-stale-attempt-artifact	BC09_STALE_ARTIFACT_DETECTED
