coverage-bc01	raw-bc01-observation	norm-bc01-observation	many-to-many
coverage-bc02	raw-bc02-observation	norm-bc02-observation	many-to-many
coverage-bc03	raw-bc03-observation	norm-bc03-observation	many-to-many
coverage-bc04	raw-bc04-observation	norm-bc04-observation	many-to-many
coverage-bc05	raw-bc05-observation	norm-bc05-observation	many-to-many
coverage-bc06	raw-bc06-observation	norm-bc06-observation	many-to-many
coverage-bc07	raw-bc07-observation	norm-bc07-observation	many-to-many
coverage-bc08	raw-bc08-observation	norm-bc08-observation	many-to-many
coverage-bc09	raw-bc09-observation	norm-bc09-observation	many-to-many
coverage-bc10	raw-bc10-observation	norm-bc10-observation	many-to-many
coverage-bc11	raw-bc11-observation	norm-bc11-observation	many-to-many
coverage-bc12	raw-bc12-observation	norm-bc12-observation	many-to-many
