bc01-association-idempotent--case-bc01-retry	association	@relation	presence	present	0001
bc01-association-idempotent--case-bc01-retry	association	alice	logical-value	public-a	0001
bc01-association-idempotent--case-bc01-retry	delivery	@relation	presence	present	0001
bc01-association-idempotent--case-bc01-retry	delivery	delivery-a	logical-value	public-a	0001
bc01-association-idempotent--case-bc01-retry	delivery	delivery-a	occurrence-ref	occurrence-a	0001
bc01-association-idempotent--case-bc01-retry	delivery	delivery-a	subject	alice	0001
bc01-association-idempotent--case-bc01-retry	occurrence	@relation	presence	present	0001
bc01-association-idempotent--case-bc01-retry	occurrence	occurrence-a	delivery-ref	delivery-a	0001
bc01-association-idempotent--case-bc01-retry	occurrence	occurrence-a	logical-value	public-a	0001
bc01-association-idempotent--case-bc01-retry	occurrence	occurrence-a	subject	alice	0001
bc01-distinct-occurrence--case-bc01-distinct	association	@relation	presence	present	0001
bc01-distinct-occurrence--case-bc01-distinct	association	alice	logical-value	public-a	0001
bc01-distinct-occurrence--case-bc01-distinct	delivery	@relation	presence	present	0001
bc01-distinct-occurrence--case-bc01-distinct	delivery	delivery-a	logical-value	public-a	0001
bc01-distinct-occurrence--case-bc01-distinct	delivery	delivery-a	occurrence-ref	occurrence-a	0001
bc01-distinct-occurrence--case-bc01-distinct	delivery	delivery-a	subject	alice	0001
bc01-distinct-occurrence--case-bc01-distinct	occurrence	@relation	presence	present	0001
bc01-distinct-occurrence--case-bc01-distinct	occurrence	occurrence-a	delivery-ref	delivery-a	0001
bc01-distinct-occurrence--case-bc01-distinct	occurrence	occurrence-a	logical-value	public-a	0001
bc01-distinct-occurrence--case-bc01-distinct	occurrence	occurrence-a	subject	alice	0001
bc01-occurrence-collapse--case-bc01-distinct	association	@relation	presence	present	0001
bc01-occurrence-collapse--case-bc01-distinct	association	alice	logical-value	public-a	0001
bc01-occurrence-collapse--case-bc01-distinct	delivery	@relation	presence	present	0001
bc01-occurrence-collapse--case-bc01-distinct	delivery	delivery-a	logical-value	public-a	0001
bc01-occurrence-collapse--case-bc01-distinct	delivery	delivery-a	occurrence-ref	occurrence-a	0001
bc01-occurrence-collapse--case-bc01-distinct	delivery	delivery-a	subject	alice	0001
bc01-occurrence-collapse--case-bc01-distinct	occurrence	@relation	presence	present	0001
bc01-occurrence-collapse--case-bc01-distinct	occurrence	occurrence-a	delivery-ref	delivery-a	0001
bc01-occurrence-collapse--case-bc01-distinct	occurrence	occurrence-a	logical-value	public-a	0001
bc01-occurrence-collapse--case-bc01-distinct	occurrence	occurrence-a	subject	alice	0001
bc01-payload-collision--case-bc01-payload-collision	association	@relation	presence	present	0001
bc01-payload-collision--case-bc01-payload-collision	association	alice	logical-value	public-a	0001
bc01-payload-collision--case-bc01-payload-collision	delivery	@relation	presence	present	0001
bc01-payload-collision--case-bc01-payload-collision	delivery	delivery-a	logical-value	public-a	0001
bc01-payload-collision--case-bc01-payload-collision	delivery	delivery-a	occurrence-ref	occurrence-a	0001
bc01-payload-collision--case-bc01-payload-collision	delivery	delivery-a	subject	alice	0001
bc01-payload-collision--case-bc01-payload-collision	occurrence	@relation	presence	present	0001
bc01-payload-collision--case-bc01-payload-collision	occurrence	occurrence-a	delivery-ref	delivery-a	0001
bc01-payload-collision--case-bc01-payload-collision	occurrence	occurrence-a	logical-value	public-a	0001
bc01-payload-collision--case-bc01-payload-collision	occurrence	occurrence-a	subject	alice	0001
bc01-retry-duplication--case-bc01-retry	association	@relation	presence	present	0001
bc01-retry-duplication--case-bc01-retry	association	alice	logical-value	public-a	0001
bc01-retry-duplication--case-bc01-retry	delivery	@relation	presence	present	0001
bc01-retry-duplication--case-bc01-retry	delivery	delivery-a	logical-value	public-a	0001
bc01-retry-duplication--case-bc01-retry	delivery	delivery-a	occurrence-ref	occurrence-a	0001
bc01-retry-duplication--case-bc01-retry	delivery	delivery-a	subject	alice	0001
bc01-retry-duplication--case-bc01-retry	occurrence	@relation	presence	present	0001
bc01-retry-duplication--case-bc01-retry	occurrence	occurrence-a	delivery-ref	delivery-a	0001
bc01-retry-duplication--case-bc01-retry	occurrence	occurrence-a	logical-value	public-a	0001
bc01-retry-duplication--case-bc01-retry	occurrence	occurrence-a	subject	alice	0001
