BC01_ASSOCIATION_IDEMPOTENT	action-receipt	action-receipts.tsv	exact
BC01_ASSOCIATION_IDEMPOTENT	command-custody	command-receipts.tsv	exact
BC01_ASSOCIATION_IDEMPOTENT	coverage	coverage.tsv	bidirectional
BC01_ASSOCIATION_IDEMPOTENT	inventory-after	inventory-after.tsv	exact
BC01_ASSOCIATION_IDEMPOTENT	inventory-before	inventory-before.tsv	exact
BC01_ASSOCIATION_IDEMPOTENT	inventory-reopened	inventory-reopened.tsv	exact
BC01_ASSOCIATION_IDEMPOTENT	negative-control	neg-bc01-association-idempotent	triggered
BC01_ASSOCIATION_IDEMPOTENT	normalized	normalized-observations.tsv	exact
BC01_ASSOCIATION_IDEMPOTENT	oracle	oracle-result.tsv	PASS
BC01_ASSOCIATION_IDEMPOTENT	raw-seal	raw-seal.tsv	valid
BC01_DISTINCT_OCCURRENCE	action-receipt	action-receipts.tsv	exact
BC01_DISTINCT_OCCURRENCE	command-custody	command-receipts.tsv	exact
BC01_DISTINCT_OCCURRENCE	coverage	coverage.tsv	bidirectional
BC01_DISTINCT_OCCURRENCE	inventory-after	inventory-after.tsv	exact
BC01_DISTINCT_OCCURRENCE	inventory-before	inventory-before.tsv	exact
BC01_DISTINCT_OCCURRENCE	inventory-reopened	inventory-reopened.tsv	exact
BC01_DISTINCT_OCCURRENCE	negative-control	neg-bc01-distinct-occurrence	triggered
BC01_DISTINCT_OCCURRENCE	normalized	normalized-observations.tsv	exact
BC01_DISTINCT_OCCURRENCE	oracle	oracle-result.tsv	PASS
BC01_DISTINCT_OCCURRENCE	raw-seal	raw-seal.tsv	valid
BC01_OCCURRENCE_COLLAPSE	action-receipt	action-receipts.tsv	exact
BC01_OCCURRENCE_COLLAPSE	command-custody	command-receipts.tsv	exact
BC01_OCCURRENCE_COLLAPSE	coverage	coverage.tsv	bidirectional
BC01_OCCURRENCE_COLLAPSE	inventory-after	inventory-after.tsv	exact
BC01_OCCURRENCE_COLLAPSE	inventory-before	inventory-before.tsv	exact
BC01_OCCURRENCE_COLLAPSE	inventory-reopened	inventory-reopened.tsv	exact
BC01_OCCURRENCE_COLLAPSE	negative-control	neg-bc01-occurrence-collapse	triggered
BC01_OCCURRENCE_COLLAPSE	normalized	normalized-observations.tsv	exact
BC01_OCCURRENCE_COLLAPSE	oracle	oracle-result.tsv	PASS
BC01_OCCURRENCE_COLLAPSE	raw-seal	raw-seal.tsv	valid
BC01_PAYLOAD_COLLISION	action-receipt	action-receipts.tsv	exact
BC01_PAYLOAD_COLLISION	command-custody	command-receipts.tsv	exact
BC01_PAYLOAD_COLLISION	coverage	coverage.tsv	bidirectional
BC01_PAYLOAD_COLLISION	inventory-after	inventory-after.tsv	exact
BC01_PAYLOAD_COLLISION	inventory-before	inventory-before.tsv	exact
BC01_PAYLOAD_COLLISION	inventory-reopened	inventory-reopened.tsv	exact
BC01_PAYLOAD_COLLISION	negative-control	neg-bc01-payload-collision	triggered
BC01_PAYLOAD_COLLISION	normalized	normalized-observations.tsv	exact
BC01_PAYLOAD_COLLISION	oracle	oracle-result.tsv	PASS
BC01_PAYLOAD_COLLISION	raw-seal	raw-seal.tsv	valid
BC01_RETRY_DUPLICATION	action-receipt	action-receipts.tsv	exact
BC01_RETRY_DUPLICATION	command-custody	command-receipts.tsv	exact
BC01_RETRY_DUPLICATION	coverage	coverage.tsv	bidirectional
BC01_RETRY_DUPLICATION	inventory-after	inventory-after.tsv	exact
BC01_RETRY_DUPLICATION	inventory-before	inventory-before.tsv	exact
BC01_RETRY_DUPLICATION	inventory-reopened	inventory-reopened.tsv	exact
BC01_RETRY_DUPLICATION	negative-control	neg-bc01-retry-duplication	triggered
BC01_RETRY_DUPLICATION	normalized	normalized-observations.tsv	exact
BC01_RETRY_DUPLICATION	oracle	oracle-result.tsv	PASS
BC01_RETRY_DUPLICATION	raw-seal	raw-seal.tsv	valid
