bc05-ambient-advance--case-bc05-ambient	raw-001	action-receipt	action	result	complete
bc05-ambient-advance--case-bc05-ambient	raw-002	closure-request	action	cut-ref	cut-a
bc05-ambient-advance--case-bc05-ambient	raw-003	ambient-cut	before	scope-main	cut-a
bc05-ambient-advance--case-bc05-ambient	raw-004	ambient-cut	after	scope-main	cut-b
bc05-ambient-advance--case-bc05-ambient	raw-005	closure-selection	after	closure-a	department:engineering
bc05-ambient-advance--case-bc05-ambient	raw-006	resolved-members	after	ambient-member-count	0
bc05-ambient-advance--case-bc05-ambient	raw-007	cut-comparison	after	pinned-vs-ambient	false
bc05-ambient-advance--case-bc05-ambient	raw-008	result-store	after	write-count	0
bc05-binding-omission--case-bc05-binding	raw-001	action-receipt	action	result	unavailable
bc05-binding-omission--case-bc05-binding	raw-002	logical-object	after	root-a	root
bc05-binding-omission--case-bc05-binding	raw-003	logical-object	after	definition-a	definition
bc05-binding-omission--case-bc05-binding	raw-004	logical-object	after	semantics-a	semantics
bc05-binding-omission--case-bc05-binding	raw-005	object-presence	after	bindings-missing	missing
bc05-binding-omission--case-bc05-binding	raw-006	missing-input	after	bindings-missing	binding
bc05-binding-omission--case-bc05-binding	raw-007	fallback-resolution	after	bindings-missing	absent
bc05-binding-omission--case-bc05-binding	raw-008	result-store	after	write-count	0
bc05-complete-closure--case-bc05-complete	raw-001	action-receipt	action	result	complete
bc05-complete-closure--case-bc05-complete	raw-002	logical-object	after	root-a	root
bc05-complete-closure--case-bc05-complete	raw-003	logical-object	after	definition-a	definition
bc05-complete-closure--case-bc05-complete	raw-004	logical-object	after	semantics-a	semantics
bc05-complete-closure--case-bc05-complete	raw-005	binding-state	after	bindings-main	present-nonempty
bc05-complete-closure--case-bc05-complete	raw-006	dependency-object	after	dependency-direct	direct
bc05-complete-closure--case-bc05-complete	raw-007	dependency-object	after	dependency-leaf	transitive
bc05-complete-closure--case-bc05-complete	raw-008	closure-selection	after	closure-a	department:engineering
bc05-complete-closure--case-bc05-complete	raw-009	result-store	after	write-count	0
bc05-definition-omission--case-bc05-definition	raw-001	action-receipt	action	result	unavailable
bc05-definition-omission--case-bc05-definition	raw-002	logical-object	after	root-a	root
bc05-definition-omission--case-bc05-definition	raw-003	object-presence	after	definition-missing	missing
bc05-definition-omission--case-bc05-definition	raw-004	logical-object	after	semantics-a	semantics
bc05-definition-omission--case-bc05-definition	raw-005	binding-state	after	bindings-main	present-nonempty
bc05-definition-omission--case-bc05-definition	raw-006	missing-input	after	definition-missing	definition
bc05-definition-omission--case-bc05-definition	raw-007	fallback-resolution	after	definition-missing	absent
bc05-definition-omission--case-bc05-definition	raw-008	result-store	after	write-count	0
bc05-missing-as-empty--case-bc05-empty	raw-001	action-receipt	action	request-empty	complete-empty
