bc11-explanation-closure--case-bc11-explanation-closure	raw-001	surface	explanation	completeness	complete
bc11-explanation-closure--case-bc11-explanation-closure	raw-002	explanation	observation	edge	observation-1
bc11-explanation-closure--case-bc11-explanation-closure	raw-003	explanation	result	edge	result-1
bc11-explanation-closure--case-bc11-explanation-closure	raw-004	explanation	request	edge	request-1
bc11-explanation-closure--case-bc11-explanation-closure	raw-005	explanation	source-root	edge	root-1
bc11-explanation-closure--case-bc11-explanation-closure	raw-006	explanation	selected-member	edge	member-public
bc11-finding-cross-link--case-bc11-finding-cross-link	raw-001	surface	integrity	completeness	complete
bc11-finding-cross-link--case-bc11-finding-cross-link	raw-002	integrity	finding	kind	cross-linked-root
bc11-finding-cross-link--case-bc11-finding-cross-link	raw-003	integrity	finding	source	root-1
bc11-finding-cross-link--case-bc11-finding-cross-link	raw-004	integrity	finding	target	root-2
bc11-finding-cross-link--case-bc11-finding-cross-link	raw-005	integrity	selection	member	member-public
bc11-finding-cross-link--case-bc11-finding-cross-link	raw-006	integrity	summary	finding-count	1
bc11-finding-dangling--case-bc11-finding-dangling	raw-001	surface	integrity	completeness	complete
bc11-finding-dangling--case-bc11-finding-dangling	raw-002	integrity	finding	kind	dangling-result
bc11-finding-dangling--case-bc11-finding-dangling	raw-003	integrity	finding	kind	dangling-view
bc11-finding-dangling--case-bc11-finding-dangling	raw-004	integrity	selection	target	result-1
bc11-finding-dangling--case-bc11-finding-dangling	raw-005	integrity	selection	member	public-a
bc11-finding-dangling--case-bc11-finding-dangling	raw-006	integrity	summary	finding-count	2
bc11-latest-substitution--case-bc11-latest-substitution	raw-001	surface	replay	completeness	complete
bc11-latest-substitution--case-bc11-latest-substitution	raw-002	provenance	replay	original-result	result-1
bc11-latest-substitution--case-bc11-latest-substitution	raw-003	pinned-input	replay	binding	binding-1
bc11-latest-substitution--case-bc11-latest-substitution	raw-004	pinned-input	replay	definition	definition-1
bc11-latest-substitution--case-bc11-latest-substitution	raw-005	pinned-input	replay	knowledge-cut	cut-1
bc11-latest-substitution--case-bc11-latest-substitution	raw-006	pinned-input	replay	source-root	root-1
bc11-latest-substitution--case-bc11-latest-substitution	raw-007	pinned-input	replay	ambient-root	root-2
bc11-latest-substitution--case-bc11-latest-substitution	raw-008	pinned-input	replay	semantics	semantics-1
bc11-latest-substitution--case-bc11-latest-substitution	raw-009	selection	replay	value	public-a
bc11-latest-substitution--case-bc11-latest-substitution	raw-010	replay	result	symmetric-difference	0
bc11-latest-substitution--case-bc11-latest-substitution	raw-011	provenance	replay	replayed-result	replay-result-1
bc11-missing-as-empty--case-bc11-missing-as-empty	raw-001	input-status	omission-binding	binding	unavailable
bc11-missing-as-empty--case-bc11-missing-as-empty	raw-002	input-status	omission-binding	definition	available
bc11-missing-as-empty--case-bc11-missing-as-empty	raw-003	input-status	omission-binding	knowledge-cut	available
bc11-missing-as-empty--case-bc11-missing-as-empty	raw-004	input-status	omission-binding	source-root	available
bc11-missing-as-empty--case-bc11-missing-as-empty	raw-005	input-status	omission-binding	semantics	available
bc11-missing-as-empty--case-bc11-missing-as-empty	raw-006	replay	omission-binding	disposition	unavailable
bc11-missing-as-empty--case-bc11-missing-as-empty	raw-007	replay	omission-binding	difference-count	1
bc11-missing-as-empty--case-bc11-missing-as-empty	raw-008	input-status	omission-definition	binding	available
bc11-missing-as-empty--case-bc11-missing-as-empty	raw-009	input-status	omission-definition	definition	unavailable
bc11-missing-as-empty--case-bc11-missing-as-empty	raw-010	input-status	omission-definition	knowledge-cut	available
