BC01	scenario	coverage.tsv	exact-file	sort-c	rows
BC01	scenario	inventory-after.tsv	exact-file	sort-c	rows
BC01	scenario	inventory-before.tsv	exact-file	sort-c	rows
BC01	scenario	inventory-reopened.tsv	exact-file	sort-c	rows
BC01	scenario	normalized-observations.tsv	exact-file	sort-c	rows
BC01	scenario	oracle-result.tsv	exact-file	sort-c	rows
BC01	scenario	raw-observations.tsv	exact-file	sort-c	rows
BC02	scenario	normalized-observations.tsv	exact-file	sort-c	rows
BC02	scenario	coverage.tsv	exact-file	sort-c	rows
BC02	scenario	oracle-result.tsv	exact-file	sort-c	rows
BC02	scenario	inventory-map:scenario-applicable	exact-file	sort-c	rows
BC03	scenario	coverage.tsv	exact-file	sort-c	rows
BC03	scenario	inventory-after.tsv	exact-file	sort-c	rows
BC03	scenario	inventory-before.tsv	exact-file	sort-c	rows
BC03	scenario	inventory-reopened.tsv	exact-file	sort-c	rows
BC03	scenario	normalized-observations.tsv	exact-file	sort-c	rows
BC03	scenario	oracle-result.tsv	exact-file	sort-c	rows
BC03	scenario	raw-observations.tsv	exact-file	sort-c	rows
BC04	scenario	coverage.tsv	exact-file	sort-c	rows
BC04	scenario	inventory-after.tsv	exact-file	sort-c	rows
BC04	scenario	inventory-before.tsv	exact-file	sort-c	rows
BC04	scenario	inventory-reopened.tsv	exact-file	sort-c	rows
BC04	scenario	normalized-observations.tsv	exact-file	sort-c	rows
BC04	scenario	oracle-result.tsv	exact-file	sort-c	rows
BC04	scenario	raw-observations.tsv	exact-file	sort-c	rows
BC05	scenario	coverage.tsv	exact-file	sort-c	rows
BC05	scenario	inventory-after.tsv	exact-file	sort-c	rows
BC05	scenario	inventory-before.tsv	exact-file	sort-c	rows
BC05	scenario	inventory-reopened.tsv	exact-file	sort-c	rows
BC05	scenario	normalized-observations.tsv	exact-file	sort-c	rows
BC05	scenario	oracle-result.tsv	exact-file	sort-c	rows
BC05	scenario	raw-observations.tsv	exact-file	sort-c	rows
BC06	scenario	coverage.tsv	exact-file	sort-c	rows
BC06	scenario	inventory-after.tsv	exact-file	sort-c	rows
BC06	scenario	inventory-before.tsv	exact-file	sort-c	rows
BC06	scenario	normalized-observations.tsv	exact-file	sort-c	rows
BC06	scenario	oracle-result.tsv	exact-file	sort-c	rows
BC06	scenario	raw-observations.tsv	exact-file	sort-c	rows
BC07	scenario	coverage.tsv	exact-file	sort-c	rows
BC07	scenario	inventory-after.tsv	exact-file	sort-c	rows
BC07	scenario	inventory-before.tsv	exact-file	sort-c	rows
BC07	scenario	inventory-reopened.tsv	exact-file	sort-c	rows
BC07	scenario	normalized-observations.tsv	exact-file	sort-c	rows
BC07	scenario	oracle-result.tsv	exact-file	sort-c	rows
BC07	scenario	raw-observations.tsv	exact-file	sort-c	rows
BC08	scenario	coverage.tsv	exact-file	sort-c	rows
BC08	scenario	fault-activation-receipts.tsv	canonical-fields	sort-c	rows
BC08	scenario	fault-configuration-receipts.tsv	canonical-fields	sort-c	rows
BC08	scenario	fault-inventory-healthy.tsv	exact-file	sort-c	rows
BC08	scenario	fault-inventory-reopened.tsv	exact-file	sort-c	rows
BC08	scenario	fault-inventory-rollback.tsv	exact-file	sort-c	rows
BC08	scenario	fault-inventory-setup.tsv	exact-file	sort-c	rows
BC08	scenario	fault-markers.tsv	canonical-fields	sort-c	rows
BC08	scenario	fault-trigger-receipts.tsv	canonical-fields	sort-c	rows
BC08	scenario	inventory-after.tsv	exact-file	sort-c	rows
BC08	scenario	inventory-before.tsv	exact-file	sort-c	rows
BC08	scenario	inventory-reopened.tsv	exact-file	sort-c	rows
BC08	scenario	normalized-observations.tsv	exact-file	sort-c	rows
BC08	scenario	oracle-result.tsv	exact-file	sort-c	rows
BC08	scenario	raw-observations.tsv	exact-file	sort-c	rows
BC09	scenario	coverage.tsv	exact-file	sort-c	rows
BC09	scenario	fault-activation-receipts.tsv	canonical-fields	sort-c	rows
BC09	scenario	fault-configuration-receipts.tsv	canonical-fields	sort-c	rows
BC09	scenario	fault-inventory-healthy.tsv	exact-file	sort-c	rows
BC09	scenario	fault-inventory-reopened.tsv	exact-file	sort-c	rows
BC09	scenario	fault-inventory-rollback.tsv	exact-file	sort-c	rows
BC09	scenario	fault-inventory-setup.tsv	exact-file	sort-c	rows
BC09	scenario	fault-markers.tsv	canonical-fields	sort-c	rows
BC09	scenario	fault-trigger-receipts.tsv	canonical-fields	sort-c	rows
BC09	scenario	inventory-after.tsv	exact-file	sort-c	rows
BC09	scenario	inventory-before.tsv	exact-file	sort-c	rows
BC09	scenario	inventory-reopened.tsv	exact-file	sort-c	rows
BC09	scenario	normalized-observations.tsv	exact-file	sort-c	rows
BC09	scenario	oracle-result.tsv	exact-file	sort-c	rows
BC09	scenario	raw-observations.tsv	exact-file	sort-c	rows
BC10	scenario	coverage.tsv	exact-file	sort-c	rows
BC10	scenario	normalized-observations.tsv	exact-file	sort-c	rows
BC10	scenario	oracle-result.tsv	exact-file	sort-c	rows
BC10	scenario	raw-observations.tsv	exact-file	sort-c	rows
BC11	scenario	coverage.tsv	exact-file	sort-c	rows
BC11	scenario	normalized-observations.tsv	exact-file	sort-c	rows
BC11	scenario	oracle-result.tsv	exact-file	sort-c	rows
BC11	scenario	raw-observations.tsv	exact-file	sort-c	rows
BC12	scenario	coverage.tsv	exact-file	sort-c	rows
BC12	scenario	normalized-observations.tsv	exact-file	sort-c	rows
BC12	scenario	oracle-result.tsv	exact-file	sort-c	rows
BC12	scenario	raw-observations.tsv	exact-file	sort-c	rows
