count	global	assertion-count	83
count	disposition	PASS	83
count	disposition	FAIL	0
count	disposition	UNTESTED	0
count	disposition	UNAVAILABLE	0
count	disposition	INVALID	0
group	BC01	disposition	PASS
group	BC02	disposition	PASS
group	BC03	disposition	PASS
group	BC04	disposition	PASS
group	BC05	disposition	PASS
group	BC06	disposition	PASS
group	BC07	disposition	PASS
group	BC08	disposition	PASS
group	BC09	disposition	PASS
group	BC10	disposition	PASS
group	BC11	disposition	PASS
group	BC12	disposition	PASS
overall	global	disposition	PASS
meta	global	artifact-kind	sqlite-partial-session
binding	session	run-a-outer-sha256	bea4434811782f37c87859e0e017660aafc1a539e52277bb5d7231d0ab13d8fe
binding	session	run-b-outer-sha256	f002b8804a28fac2d246700a3d08c6f9b652f3a275723dad39ea7c006bc8d967
binding	session	canonical-comparison-sha256	96530a44d4c9828d8632f1ee9ec22c33b8d861b1cf191dcd88a6d0a522e2d4d6
binding	session	aggregate-dispositions-sha256	4cc2244ecf240b3bf7735d98e88594dcbaca7cad4ad82b403826295eb0574cea
binding	evidence	payload-manifest-sha256	10de84ce7ad3b9671b356e2a5f981390752bc03f22e6863b58bed0fe07729571
