harness-sqlite-partial-copied-run	evidence-mutant	copied-run	session	SQLITE_PARTIAL_COPIED_RUN_DETECTED	SQLITE_PARTIAL_COPIED_RUN_DETECTED	1	bea4434811782f37c87859e0e017660aafc1a539e52277bb5d7231d0ab13d8fe
harness-sqlite-partial-bc01-drift	evidence-mutant	bc01-semantic-drift	session	SQLITE_PARTIAL_BC01_DRIFT_DETECTED	SQLITE_PARTIAL_BC01_DRIFT_DETECTED	1	51a7f56ec477d5cb440ef411f1701ee4d7d923544f84ecace39c7831857e19ca
harness-sqlite-partial-bc02-drift	evidence-mutant	bc02-semantic-drift	session	SQLITE_PARTIAL_BC02_DRIFT_DETECTED	SQLITE_PARTIAL_BC02_DRIFT_DETECTED	1	e011856ff4f1250e0381cbbf438d0f5e91d8ca08f342029af56e7b3b8da3f72a
harness-sqlite-partial-bc03-drift	evidence-mutant	bc03-semantic-drift	session	SQLITE_PARTIAL_BC03_DRIFT_DETECTED	SQLITE_PARTIAL_BC03_DRIFT_DETECTED	1	013c125881e6ac30cb3d9f7cdcb3087a0e5207fe0f7d7edc8f9e83aac7be9eff
harness-sqlite-partial-bc04-drift	evidence-mutant	bc04-semantic-drift	session	SQLITE_PARTIAL_BC04_DRIFT_DETECTED	SQLITE_PARTIAL_BC04_DRIFT_DETECTED	1	d2d8a67407554b59f0c499cc9d27b28993d23fec809a35c34980d2a03505e26e
harness-sqlite-partial-bc05-drift	evidence-mutant	bc05-semantic-drift	session	SQLITE_PARTIAL_BC05_DRIFT_DETECTED	SQLITE_PARTIAL_BC05_DRIFT_DETECTED	1	7b7199595c991380889329c7ac9c83ad6257003a360ed54f5e2d198d5fa77991
harness-sqlite-partial-bc06-drift	evidence-mutant	bc06-semantic-drift	session	SQLITE_PARTIAL_BC06_DRIFT_DETECTED	SQLITE_PARTIAL_BC06_DRIFT_DETECTED	1	d3b0a58d4f15256871a361d1d20d511e12e27acce2436d642395d6a1769388e9
harness-sqlite-partial-bc07-drift	evidence-mutant	bc07-semantic-drift	session	SQLITE_PARTIAL_BC07_DRIFT_DETECTED	SQLITE_PARTIAL_BC07_DRIFT_DETECTED	1	799e19f6cd85e499e3079ceefe717836a460bfa4ad06c872fe1cff0adc903103
harness-sqlite-partial-bc08-drift	evidence-mutant	bc08-semantic-drift	session	SQLITE_PARTIAL_BC08_DRIFT_DETECTED	SQLITE_PARTIAL_BC08_DRIFT_DETECTED	1	29a7370e12722890523843c79a6bfb81aaf82c5ddfd5e1b44686b86e9d7ad64f
harness-sqlite-partial-bc09-drift	evidence-mutant	bc09-semantic-drift	session	SQLITE_PARTIAL_BC09_DRIFT_DETECTED	SQLITE_PARTIAL_BC09_DRIFT_DETECTED	1	98449cc01f6e73147c013da62af486309b06fae0a404263d3288f5a487dbbc62
harness-sqlite-partial-bc10-drift	evidence-mutant	bc10-semantic-drift	session	SQLITE_PARTIAL_BC10_DRIFT_DETECTED	SQLITE_PARTIAL_BC10_DRIFT_DETECTED	1	9ebee33b61d129d08de8f6d100fa09dca4f4b1e2a057bdaaf89f1a32cab98974
harness-sqlite-partial-bc11-drift	evidence-mutant	bc11-semantic-drift	session	SQLITE_PARTIAL_BC11_DRIFT_DETECTED	SQLITE_PARTIAL_BC11_DRIFT_DETECTED	1	c1221c1513bc53f6d40007e72f9bf2fb1822b32dd1cfd192baf1f7584c76d499
harness-sqlite-partial-bc12-drift	evidence-mutant	bc12-semantic-drift	session	SQLITE_PARTIAL_BC12_DRIFT_DETECTED	SQLITE_PARTIAL_BC12_DRIFT_DETECTED	1	8cec27b8825bb36c59f7f3bcffdf62dc5d8b21aa35cdf16f1bfb33e1bc0043c8
harness-sqlite-partial-sentinel-leak	evidence-mutant	cross-namespace-sentinel	session	SQLITE_PARTIAL_SENTINEL_LEAK_DETECTED	SQLITE_PARTIAL_SENTINEL_LEAK_DETECTED	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
