run-a	BC01	CC01	BC01_ASSOCIATION_IDEMPOTENT	positive	PASS	ok	norm-bc01-observation	-
run-a	BC01	CC01	BC01_DISTINCT_OCCURRENCE	positive	PASS	ok	norm-bc01-observation	-
run-a	BC01	CC01	BC01_OCCURRENCE_COLLAPSE	control	PASS	ok	norm-bc01-observation	neg-bc01-occurrence-collapse
run-a	BC01	CC01	BC01_PAYLOAD_COLLISION	control	PASS	ok	norm-bc01-observation	neg-bc01-payload-collision
run-a	BC01	CC01	BC01_RETRY_DUPLICATION	control	PASS	ok	norm-bc01-observation	neg-bc01-retry-duplication
run-a	BC02	CC02	BC02_COMPLETE_AVAILABLE	positive	PASS	ok	norm-bc02-observation	-
run-a	BC02	CC02	BC02_HEALTHY_RETRY	positive	PASS	ok	norm-bc02-observation	-
run-a	BC02	CC02	BC02_INCOMPLETE_AS_COMPLETE	control	PASS	ok	norm-bc02-observation	neg-bc02-incomplete-as-complete
run-a	BC02	CC02	BC02_PARTIAL_RESIDUE	control	PASS	ok	norm-bc02-observation	neg-bc02-partial-residue
run-a	BC02	CC02	BC02_POISONED_RETRY	control	PASS	ok	norm-bc02-observation	neg-bc02-poisoned-retry
run-a	BC02	CC02	BC02_ROLLBACK_COMPLETE	positive	PASS	ok	inventory-repository	-
run-a	BC03	CC03	BC03_ACCEPTED_HEAD	positive	PASS	ok	norm-bc03-observation	-
run-a	BC03	CC03	BC03_PUBLICATION_SEPARATE	positive	PASS	ok	norm-bc03-observation	-
run-a	BC03	CC03	BC03_REJECTED_IS_HEAD	control	PASS	ok	norm-bc03-observation	neg-bc03-rejected-is-head
run-a	BC03	CC03	BC03_STORED_IS_HEAD	control	PASS	ok	norm-bc03-observation	neg-bc03-stored-is-head
run-a	BC03	CC03	BC03_STORED_ROOT_SEPARATE	positive	PASS	ok	norm-bc03-observation	-
run-a	BC03	CC03	BC03_WRONG_AUTHORITY_HEAD	control	PASS	ok	norm-bc03-observation	neg-bc03-wrong-authority-head
run-a	BC04	CC04	BC04_AMBIENT_FALLBACK	control	PASS	ok	norm-bc04-observation	neg-bc04-ambient-fallback
run-a	BC04	CC04	BC04_EXACT_PUBLISHED_COLLAPSE	control	PASS	ok	norm-bc04-observation	neg-bc04-exact-published-collapse
run-a	BC04	CC04	BC04_EXACT_READ	positive	PASS	ok	norm-bc04-observation	-
run-a	BC04	CC04	BC04_PUBLISHED_READ	positive	PASS	ok	norm-bc04-observation	-
run-a	BC04	CC04	BC04_UNACCEPTED_AVAILABLE	control	PASS	ok	norm-bc04-observation	neg-bc04-unaccepted-available
run-a	BC05	CC05	BC05_AMBIENT_ADVANCE	control	PASS	ok	norm-bc05-observation	neg-bc05-ambient-advance
run-a	BC05	CC05	BC05_BINDING_OMISSION	control	PASS	ok	norm-bc05-observation	neg-bc05-binding-omission
run-a	BC05	CC05	BC05_COMPLETE_CLOSURE	positive	PASS	ok	norm-bc05-observation	-
run-a	BC05	CC05	BC05_DEFINITION_OMISSION	control	PASS	ok	norm-bc05-observation	neg-bc05-definition-omission
run-a	BC05	CC05	BC05_MISSING_AS_EMPTY	control	PASS	ok	norm-bc05-observation	neg-bc05-missing-as-empty
run-a	BC05	CC05	BC05_PINNED_KNOWLEDGE_CUT	positive	PASS	ok	norm-bc05-observation	-
run-a	BC05	CC05	BC05_ROOT_OMISSION	control	PASS	ok	norm-bc05-observation	neg-bc05-root-omission
run-a	BC05	CC05	BC05_SEMANTICS_OMISSION	control	PASS	ok	norm-bc05-observation	neg-bc05-semantics-omission
run-a	BC05	CC05	BC05_TRANSITIVE_OMISSION	control	PASS	ok	norm-bc05-observation	neg-bc05-transitive-omission
run-a	BC06	CC06	BC06_OBSERVATION_WRITE	control	PASS	ok	norm-bc06-observation	neg-bc06-observation-write
run-a	BC06	CC06	BC06_PURE_ZERO_AXES	positive	PASS	ok	norm-bc06-observation	-
run-a	BC06	CC06	BC06_REPOSITORY_UNCHANGED	positive	PASS	ok	inventory-repository	-
run-a	BC06	CC06	BC06_RESULT_WRITE	control	PASS	ok	norm-bc06-observation	neg-bc06-result-write
run-a	BC06	CC06	BC06_STATE_WRITE	control	PASS	ok	norm-bc06-observation	neg-bc06-state-write
run-a	BC07	CC07	BC07_EFFECT_101	positive	PASS	ok	norm-bc07-observation	-
run-a	BC07	CC07	BC07_OBSERVATION_WITHOUT_TRANSITION	control	PASS	ok	norm-bc07-observation	neg-bc07-observation-without-transition
run-a	BC07	CC07	BC07_ORDINARY_000	positive	PASS	ok	norm-bc07-observation	-
run-a	BC07	CC07	BC07_RECORD_IMPLIES_EFFECT	control	PASS	ok	norm-bc07-observation	neg-bc07-record-implies-effect
run-a	BC07	CC07	BC07_RECORD_ONLY_010	positive	PASS	ok	norm-bc07-observation	-
run-a	BC07	CC07	BC07_RESULT_REWRITE	control	PASS	ok	norm-bc07-observation	neg-bc07-result-rewrite
run-a	BC08	CC08	BC08_COMPLETE_EFFECT	positive	PASS	ok	norm-bc08-observation	-
run-a	BC08	CC08	BC08_MID_BOUNDARY_FAILURE	control	PASS	ok	norm-bc08-observation	neg-bc08-mid-boundary-failure
run-a	BC08	CC08	BC08_MISSING_CURRENT	control	PASS	ok	norm-bc08-observation	neg-bc08-missing-current
run-a	BC08	CC08	BC08_MISSING_OBSERVATION	control	PASS	ok	norm-bc08-observation	neg-bc08-missing-observation
run-a	BC08	CC08	BC08_MISSING_RESULT	control	PASS	ok	norm-bc08-observation	neg-bc08-missing-result
run-a	BC08	CC08	BC08_MISSING_TRANSITION	control	PASS	ok	norm-bc08-observation	neg-bc08-missing-transition
run-a	BC08	CC08	BC08_MISSING_VIEW	control	PASS	ok	norm-bc08-observation	neg-bc08-missing-view
run-a	BC09	CC09	BC09_DIAGNOSTIC_EPHEMERAL	positive	PASS	ok	norm-bc09-observation	-
run-a	BC09	CC09	BC09_DUPLICATE_PERSISTS	control	PASS	ok	inventory-repository	neg-bc09-duplicate-persists
run-a	BC09	CC09	BC09_FAILPOINT_PERSISTS	control	PASS	ok	norm-bc09-observation	neg-bc09-failpoint-persists
run-a	BC09	CC09	BC09_FAILURE_NO_PERSISTENT_ARTIFACT	positive	PASS	ok	inventory-repository	-
run-a	BC09	CC09	BC09_INCOMPLETE_PERSISTS	control	PASS	ok	inventory-repository	neg-bc09-incomplete-persists
run-a	BC09	CC09	BC09_REJECTED_PERSISTS	control	PASS	ok	inventory-repository	neg-bc09-rejected-persists
run-a	BC09	CC09	BC09_STALE_PERSISTS	control	PASS	ok	inventory-repository	neg-bc09-stale-persists
run-a	BC10	CC10	BC10_EXPLANATION_CLOSED	positive	PASS	ok	norm-bc10-observation	-
run-a	BC10	CC10	BC10_EXPLANATION_LEAK	control	PASS	ok	norm-bc10-observation	neg-bc10-explanation-leak
run-a	BC10	CC10	BC10_REPLAY_CLOSED	positive	PASS	ok	norm-bc10-observation	-
