harness-bc08-armed-unreached	fault-harness-mutant	armed-but-not-reached	BC08_MID_BOUNDARY_FAILURE	BC08_FAULT_UNREACHED	BC08_FAULT_UNREACHED	1	372d66aef7d285de4927f95f615d323b7bd44abf1f6422506c22a49915d2f699
harness-bc08-db-unhealthy	fault-harness-mutant	healthy-retry-unavailable	BC08_MID_BOUNDARY_FAILURE	BC08_FAULT_RECOVERY_INVALID	BC08_FAULT_RECOVERY_INVALID	1	34e5288166e1c3d91d3bfd369964316e07bb29fa58564784b114f55c31da85f6
harness-bc08-noop	harness-mutant	missing-action-receipt	BC08_COMPLETE_EFFECT	BC08_SUT_ACTION_MISSING	BC08_SUT_ACTION_MISSING	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
harness-bc08-observer-synthesis	observer-mutant	normalized-without-raw	BC08_COMPLETE_EFFECT	BC08_COVERAGE_INVALID	BC08_COVERAGE_INVALID	1	f618340eada577c09d1d700e017e7adddca8eb568ed6d8fd9dcc3565b6d38ac9
harness-bc08-raw-post-seal-tamper	evidence-mutant	raw-post-seal-tamper	BC08_COMPLETE_EFFECT	BC08_RAW_SEAL_INVALID	BC08_RAW_SEAL_INVALID	1	2552262ad2c86232e4f4caef01a11450cfb8658f86ec1b186a5a63d5d3c04d2a
harness-bc08-replayed-marker	fault-harness-mutant	replayed-fault-marker	BC08_MID_BOUNDARY_FAILURE	BC08_FAULT_REPLAY_DETECTED	BC08_FAULT_REPLAY_DETECTED	1	6c69d63f39b37022c20778b80691d68351b6854f70ddb4dc4f08b8ab8d0da668
harness-bc08-rollback-drift	fault-harness-mutant	rollback-inventory-drift	BC08_MID_BOUNDARY_FAILURE	BC08_ROLLBACK_INVENTORY_INVALID	BC08_ROLLBACK_INVENTORY_INVALID	1	67337c9e5515eb5cca0dd4bc2671dc5f7bd159e6b387ec0cbec9e54c873dabb3
harness-bc08-wrong-hook	fault-harness-mutant	wrong-hook	BC08_MID_BOUNDARY_FAILURE	BC08_FAULT_HOOK_INVALID	BC08_FAULT_HOOK_INVALID	1	326422edd271e15467c1e0a872ac1e6036b4d4d5fceb76e4c0ad4f1680f29e94
harness-bc08-wrong-phase	fault-harness-mutant	wrong-phase	BC08_MID_BOUNDARY_FAILURE	BC08_FAULT_PHASE_INVALID	BC08_FAULT_PHASE_INVALID	1	db6b3b886babbea1bdb34a26026985f3d6bccd7e509da82a2bf296b16d7193e0
neg-bc08-complete-effect	sut-mutant	detect-incomplete-effect-set	BC08_COMPLETE_EFFECT	BC08_INCOMPLETE_EFFECT_DETECTED	BC08_INCOMPLETE_EFFECT_DETECTED	1	5c7fbd220338fdd000bae5f162832e5f85088f91598cc62c8122f24e58a94db8
neg-bc08-mid-boundary-failure	fault	detect-mid-boundary-partial-effect	BC08_MID_BOUNDARY_FAILURE	BC08_PARTIAL_EFFECT_DETECTED	BC08_PARTIAL_EFFECT_DETECTED	1	0b69102e8bc4c2347a8a228b761e64e369f150f8800fa169bd4918f130cdc557
neg-bc08-missing-current	sut-mutant	detect-missing-current-pointer	BC08_MISSING_CURRENT	BC08_MISSING_CURRENT_DETECTED	BC08_MISSING_CURRENT_DETECTED	1	f00a0fe21491b6864d15f19378beb912fa9f733142958abfa9d0b2fa1c2b6a52
neg-bc08-missing-observation	sut-mutant	detect-missing-decision-observation	BC08_MISSING_OBSERVATION	BC08_MISSING_OBSERVATION_DETECTED	BC08_MISSING_OBSERVATION_DETECTED	1	f89facce93df80af57d11ab8930cbf525eef0b51d403ba9a7ba99b82a702c6b4
neg-bc08-missing-result	sut-mutant	detect-missing-effect-result	BC08_MISSING_RESULT	BC08_MISSING_RESULT_DETECTED	BC08_MISSING_RESULT_DETECTED	1	ff4ae0331916a89741d2a94d7385ce1122a87f04f30ccb5d70d7cc95459ff4c0
neg-bc08-missing-transition	sut-mutant	detect-missing-state-transition	BC08_MISSING_TRANSITION	BC08_MISSING_TRANSITION_DETECTED	BC08_MISSING_TRANSITION_DETECTED	1	15a9250565b66075fb2f2f764b640bd37ba0c8a0a43b5bfceb1212a06cd4c522
neg-bc08-missing-view	sut-mutant	detect-missing-complete-view	BC08_MISSING_VIEW	BC08_MISSING_VIEW_DETECTED	BC08_MISSING_VIEW_DETECTED	1	836bc5b87038fca3b621aff5c10a892b350ed697a769e61c2ad25cc37a2d2333
