harness-bc12-missing-sut-action	harness-mutant	missing-action-receipt	BC12_PLACEMENT_DECISION	BC12_SUT_ACTION_MISSING	BC12_SUT_ACTION_MISSING	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
harness-bc12-normalized-synthesis-without-raw-coverage	observer-mutant	normalized-without-raw-coverage	BC12_PLACEMENT_DECISION	BC12_COVERAGE_INVALID	BC12_COVERAGE_INVALID	1	12f57ccbb1be06617c7533655ced31f298ddfc9f44a1beb75639dc6366080c70
harness-bc12-raw-post-seal-tamper	evidence-mutant	raw-post-seal-tamper	BC12_PLACEMENT_DECISION	BC12_RAW_SEAL_INVALID	BC12_RAW_SEAL_INVALID	1	71578d6a60dc924198b822e20fdb36a8f7819404ce88cceb2f8f93c24aa30aa7
neg-bc12-archive-bypass	counterfactual	detect-archive-state-bypass	BC12_ARCHIVE_BYPASS	BC12_ARCHIVE_BYPASS_NOT_DETECTED	BC12_ARCHIVE_BYPASS_NOT_DETECTED	1	8c9e0a42e22b2d2c583d7da891c0121beb87b65d17c61e07f6c558bdf753188a
neg-bc12-canonical-unchanged	sut-mutant	detect-placement-inventory-change	BC12_CANONICAL_UNCHANGED	BC12_CANONICAL_CHANGED	BC12_CANONICAL_CHANGED	1	5b328052249fc8af56218fb21ee35c6d71333ad3246615205cc117f46c5d26bf
neg-bc12-decision-provenance	evidence-mutant	detect-decision-provenance-loss	BC12_DECISION_PROVENANCE	BC12_DECISION_PROVENANCE_LOSS	BC12_DECISION_PROVENANCE_LOSS	1	f15fb8f0db1190bb05d10b5f15f032900af855f4c122ade43e0a164e0546a8c3
neg-bc12-derived-protection	sut-mutant	detect-protection-derivation-loss	BC12_DERIVED_PROTECTION	BC12_DERIVED_PROTECTION_LOSS	BC12_DERIVED_PROTECTION_LOSS	1	2f4a833d6545d622a1602ece373fc820f3d58cea52ca97852eea447d06fb423d
neg-bc12-eligibility-delete	sut-mutant	detect-eligibility-as-delete	BC12_ELIGIBILITY_DELETE	BC12_ELIGIBILITY_DELETE_DETECTED	BC12_ELIGIBILITY_DELETE_DETECTED	1	2bcb2d0983550f7d05277df1b2e5ab1507a6da2e06073f44dc27c294433214c9
neg-bc12-forget-bypass	counterfactual	detect-forget-bypass	BC12_FORGET_BYPASS	BC12_FORGET_BYPASS_NOT_DETECTED	BC12_FORGET_BYPASS_NOT_DETECTED	1	454e6f45c9e610f60d1f29d1f380610cb7d6fb6f16bff392ca70caeb151c0c68
neg-bc12-forget-consumed	sut-mutant	detect-unconsumed-forget	BC12_FORGET_CONSUMED	BC12_FORGET_NOT_CONSUMED	BC12_FORGET_NOT_CONSUMED	1	7ac2c661a2f411c0089b4e1cb0e66973305733658327e47bf5aa2a68f73633f1
neg-bc12-noop-evaluator	sut-mutant	detect-noop-placement-evaluator	BC12_NOOP_EVALUATOR	BC12_NOOP_EVALUATOR_DETECTED	BC12_NOOP_EVALUATOR_DETECTED	1	ab31de82803a3ff1f872c9c3cc0440596f617d1030a5d29bc3ed85970adff5f7
neg-bc12-placement-decision	sut-mutant	detect-placement-decision-loss	BC12_PLACEMENT_DECISION	BC12_PLACEMENT_DECISION_MISMATCH	BC12_PLACEMENT_DECISION_MISMATCH	1	b9a00a79b2700390dabfa121039dd2e02d13af1b4560b6bba3b5e009d17c5e27
neg-bc12-protection-bypass	counterfactual	detect-protection-bypass	BC12_PROTECTION_BYPASS	BC12_PROTECTION_BYPASS_NOT_DETECTED	BC12_PROTECTION_BYPASS_NOT_DETECTED	1	52f9fbc4fc2d66feaaeb0d143981d6d20c4d1471c928a0173c6adaf542c90a33
neg-bc12-window-bypass	counterfactual	detect-policy-window-bypass	BC12_WINDOW_BYPASS	BC12_WINDOW_BYPASS_NOT_DETECTED	BC12_WINDOW_BYPASS_NOT_DETECTED	1	e89c1e00da3faaa243b1569a10e42820617c58cd8ff7489e1ead701327d894f9
