harness-bc12-missing-sut-action	harness-mutant	missing-action-receipt	BC12_PLACEMENT_DECISION	BC12_SUT_ACTION_MISSING	BC12_SUT_ACTION_MISSING	1	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
harness-bc12-normalized-synthesis-without-raw-coverage	observer-mutant	normalized-without-raw-coverage	BC12_PLACEMENT_DECISION	BC12_COVERAGE_INVALID	BC12_COVERAGE_INVALID	1	12f57ccbb1be06617c7533655ced31f298ddfc9f44a1beb75639dc6366080c70
harness-bc12-raw-post-seal-tamper	evidence-mutant	raw-post-seal-tamper	BC12_PLACEMENT_DECISION	BC12_RAW_SEAL_INVALID	BC12_RAW_SEAL_INVALID	1	71578d6a60dc924198b822e20fdb36a8f7819404ce88cceb2f8f93c24aa30aa7
neg-bc12-archive-bypass	counterfactual	detect-archive-state-bypass	BC12_ARCHIVE_BYPASS	BC12_ARCHIVE_BYPASS_NOT_DETECTED	BC12_ARCHIVE_BYPASS_NOT_DETECTED	1	c91610589093fb7678744c774fb185368fdc3c42800535469e7960ba76a41726
neg-bc12-canonical-unchanged	sut-mutant	detect-placement-inventory-change	BC12_CANONICAL_UNCHANGED	BC12_CANONICAL_CHANGED	BC12_CANONICAL_CHANGED	1	6a1c708f0f34ea0725373e73d67651f0ed0fae8a0bd912acc52bc6c21cc51470
neg-bc12-decision-provenance	evidence-mutant	detect-decision-provenance-loss	BC12_DECISION_PROVENANCE	BC12_DECISION_PROVENANCE_LOSS	BC12_DECISION_PROVENANCE_LOSS	1	bb4cf912ea66e330d7de43da1b10ef8ff8df2f151f4b0efe76d4562fcc38cc6f
neg-bc12-derived-protection	sut-mutant	detect-protection-derivation-loss	BC12_DERIVED_PROTECTION	BC12_DERIVED_PROTECTION_LOSS	BC12_DERIVED_PROTECTION_LOSS	1	b0a22cd2303664f6e22f3b12ea8022f29e03fac024f48ee1f8793031c0aa2d9e
neg-bc12-eligibility-delete	sut-mutant	detect-eligibility-as-delete	BC12_ELIGIBILITY_DELETE	BC12_ELIGIBILITY_DELETE_DETECTED	BC12_ELIGIBILITY_DELETE_DETECTED	1	30dc1f43c00a3d50ab169766f9ab89caf77e657025217ba27ce7142aab2b7911
neg-bc12-forget-bypass	counterfactual	detect-forget-bypass	BC12_FORGET_BYPASS	BC12_FORGET_BYPASS_NOT_DETECTED	BC12_FORGET_BYPASS_NOT_DETECTED	1	b22d1c6772a53484ff8248895756b4cdd3f36efe15b2eca7ecf3fd4c652a19b3
neg-bc12-forget-consumed	sut-mutant	detect-unconsumed-forget	BC12_FORGET_CONSUMED	BC12_FORGET_NOT_CONSUMED	BC12_FORGET_NOT_CONSUMED	1	3273c93b51ebc069932b4178ac722089dc389dcdfd1da579f906951d18f230b8
neg-bc12-noop-evaluator	sut-mutant	detect-noop-placement-evaluator	BC12_NOOP_EVALUATOR	BC12_NOOP_EVALUATOR_DETECTED	BC12_NOOP_EVALUATOR_DETECTED	1	dfa4ab3d1fa1f2d76b9105e4e2774e157bc06c2e4d2c860120c10d1009ced717
neg-bc12-placement-decision	sut-mutant	detect-placement-decision-loss	BC12_PLACEMENT_DECISION	BC12_PLACEMENT_DECISION_MISMATCH	BC12_PLACEMENT_DECISION_MISMATCH	1	68b7693ebde4ea83e2fa4cc6e46b06e571f4423229a3282be46ca3f3fff8f4e6
neg-bc12-protection-bypass	counterfactual	detect-protection-bypass	BC12_PROTECTION_BYPASS	BC12_PROTECTION_BYPASS_NOT_DETECTED	BC12_PROTECTION_BYPASS_NOT_DETECTED	1	f3fb210f1c9fb4518c181f229b23bfaad10d1000c18baed99e83ea1dd06ee5d8
neg-bc12-window-bypass	counterfactual	detect-policy-window-bypass	BC12_WINDOW_BYPASS	BC12_WINDOW_BYPASS_NOT_DETECTED	BC12_WINDOW_BYPASS_NOT_DETECTED	1	d88602a3cdad9d896953e987f442660bf3dbb07f3360163903859596994960ea
