harness-bc05-noop	harness-mutant	missing-action-receipt	BC05_COMPLETE_CLOSURE	BC05_SUT_ACTION_MISSING	BC05_SUT_ACTION_MISSING	1	d396b23c63087c348c82a8c02de86eac843d42b64a2e25a32ea074ec2ca5a6cb
harness-bc05-observer-synthesis	observer-mutant	normalized-without-raw	BC05_COMPLETE_CLOSURE	BC05_COVERAGE_INVALID	BC05_COVERAGE_INVALID	1	285ea8ecc1a1f3a06b26afc7a979f8d7da4348da3a93cb4f9d321ebf3ca66712
harness-bc05-raw-post-seal-tamper	evidence-mutant	raw-post-seal-tamper	BC05_COMPLETE_CLOSURE	BC05_RAW_SEAL_INVALID	BC05_RAW_SEAL_INVALID	1	e7036ec68a6c5f6891904ee68ad75ca50fa1358093011d0f271d58756645dd29
neg-bc05-ambient-advance	counterfactual	detect-ambient-closure-substitution	BC05_AMBIENT_ADVANCE	BC05_AMBIENT_ADVANCE_DETECTED	BC05_AMBIENT_ADVANCE_DETECTED	1	58d10d9294ac2d0d3415654a1cb98c43549cae279db582be5ee068c71d7a8ad6
neg-bc05-binding-omission	counterfactual	detect-binding-omission	BC05_BINDING_OMISSION	BC05_BINDING_OMISSION_DETECTED	BC05_BINDING_OMISSION_DETECTED	1	7e4daf782d79ee36262752b9873b8d8f308feed9c4944c7548b63f349ecd4a8c
neg-bc05-complete-closure	sut-mutant	detect-incomplete-closure-success	BC05_COMPLETE_CLOSURE	BC05_INCOMPLETE_CLOSURE_ACCEPTED	BC05_INCOMPLETE_CLOSURE_ACCEPTED	1	040878470433bc6a1475bf1bc55fff30b3fd075384acd2c3f43d8fc4b7f68ac7
neg-bc05-definition-omission	counterfactual	detect-definition-omission	BC05_DEFINITION_OMISSION	BC05_DEFINITION_OMISSION_DETECTED	BC05_DEFINITION_OMISSION_DETECTED	1	8f18f49616d8bb04f39f191996aabeece4df0767f515ae07eb4619fe977faa2b
neg-bc05-missing-as-empty	counterfactual	detect-missing-as-empty	BC05_MISSING_AS_EMPTY	BC05_MISSING_AS_EMPTY_DETECTED	BC05_MISSING_AS_EMPTY_DETECTED	1	c10407cfed65f918bade6748c90aeb9f9794136e174ee136a6c9516191a6c5f1
neg-bc05-pinned-knowledge-cut	sut-mutant	detect-knowledge-cut-drift	BC05_PINNED_KNOWLEDGE_CUT	BC05_KNOWLEDGE_CUT_DRIFT_DETECTED	BC05_KNOWLEDGE_CUT_DRIFT_DETECTED	1	18ad32383dcc4646109f0ece08ef603628bcf38378f7b1d3b72803b9c7cff666
neg-bc05-root-omission	counterfactual	detect-root-omission	BC05_ROOT_OMISSION	BC05_ROOT_OMISSION_DETECTED	BC05_ROOT_OMISSION_DETECTED	1	9fa5f7dc354a7a7d478e36f342858b5d7a153899305e4c15ac3f9d58bb0cfbbf
neg-bc05-semantics-omission	counterfactual	detect-semantics-omission	BC05_SEMANTICS_OMISSION	BC05_SEMANTICS_OMISSION_DETECTED	BC05_SEMANTICS_OMISSION_DETECTED	1	c817e5159af5ee5ae2a3072e3e3aa867e6bd1fe088c2e620543eaf80c8598417
neg-bc05-transitive-omission	counterfactual	detect-transitive-omission	BC05_TRANSITIVE_OMISSION	BC05_TRANSITIVE_OMISSION_DETECTED	BC05_TRANSITIVE_OMISSION_DETECTED	1	7480efe7667de81eea0f39092ae24e03a7112eaa7d7eb53092c809b799e3739a
