01	BC02	bc02-complete-available--case-bc02-complete	BC02_RUNTIME_VALID
02	BC02	bc02-healthy-retry--case-bc02-incomplete-corrected	BC02_RUNTIME_VALID
03	BC02	bc02-incomplete-as-complete--case-bc02-incomplete-missing	BC02_RUNTIME_VALID
04	BC02	bc02-incomplete-as-complete--case-bc02-incomplete-substitution	BC02_RUNTIME_VALID
05	BC02	bc02-partial-residue--case-bc02-after-root-header	BC02_RUNTIME_VALID
06	BC02	bc02-partial-residue--case-bc02-after-root-member	BC02_RUNTIME_VALID
07	BC02	bc02-poisoned-retry--case-bc02-after-root-header	BC02_RUNTIME_VALID
08	BC02	bc02-poisoned-retry--case-bc02-after-root-member	BC02_RUNTIME_VALID
09	BC02	bc02-rollback-complete--case-bc02-after-root-header	BC02_RUNTIME_VALID
10	BC02	bc02-rollback-complete--case-bc02-after-root-member	BC02_RUNTIME_VALID
11	BC06	bc06-observation-write	BC06_RUNTIME_VALID
12	BC06	bc06-pure-zero-axes	BC06_RUNTIME_VALID
13	BC06	bc06-repository-unchanged	BC06_RUNTIME_VALID
14	BC06	bc06-result-write	BC06_RUNTIME_VALID
15	BC06	bc06-state-write	BC06_RUNTIME_VALID
16	BC01	bc01-association-idempotent--case-bc01-retry	BC01_RUNTIME_VALID
17	BC01	bc01-distinct-occurrence--case-bc01-distinct	BC01_RUNTIME_VALID
18	BC01	bc01-occurrence-collapse--case-bc01-distinct	BC01_RUNTIME_VALID
19	BC01	bc01-payload-collision--case-bc01-payload-collision	BC01_RUNTIME_VALID
20	BC01	bc01-retry-duplication--case-bc01-retry	BC01_RUNTIME_VALID
21	BC03	bc03-accepted-head--case-bc03-accepted	BC03_RUNTIME_VALID
22	BC03	bc03-publication-separate--case-bc03-accepted	BC03_RUNTIME_VALID
23	BC03	bc03-rejected-is-head--case-bc03-rejected	BC03_RUNTIME_VALID
24	BC03	bc03-stored-is-head--case-bc03-stored	BC03_RUNTIME_VALID
25	BC03	bc03-stored-root-separate--case-bc03-stored	BC03_RUNTIME_VALID
26	BC03	bc03-wrong-authority-head--case-bc03-wrong-authority	BC03_RUNTIME_VALID
27	BC04	bc04-ambient-fallback--case-bc04-ambient	BC04_RUNTIME_VALID
28	BC04	bc04-exact-published-collapse--case-bc04-collapse	BC04_RUNTIME_VALID
29	BC04	bc04-exact-read--case-bc04-exact	BC04_RUNTIME_VALID
30	BC04	bc04-published-read--case-bc04-published	BC04_RUNTIME_VALID
31	BC04	bc04-unaccepted-available--case-bc04-unaccepted	BC04_RUNTIME_VALID
32	BC05	bc05-ambient-advance--case-bc05-ambient	BC05_RUNTIME_VALID
33	BC05	bc05-binding-omission--case-bc05-binding	BC05_RUNTIME_VALID
34	BC05	bc05-complete-closure--case-bc05-complete	BC05_RUNTIME_VALID
35	BC05	bc05-definition-omission--case-bc05-definition	BC05_RUNTIME_VALID
36	BC05	bc05-missing-as-empty--case-bc05-empty	BC05_RUNTIME_VALID
37	BC05	bc05-pinned-knowledge-cut--case-bc05-cut	BC05_RUNTIME_VALID
38	BC05	bc05-root-omission--case-bc05-root	BC05_RUNTIME_VALID
39	BC05	bc05-semantics-omission--case-bc05-semantics	BC05_RUNTIME_VALID
40	BC05	bc05-transitive-omission--case-bc05-transitive	BC05_RUNTIME_VALID
41	BC07	bc07-effect-101--case-bc07-effect	BC07_RUNTIME_VALID
42	BC07	bc07-observation-without-transition--case-bc07-orphan	BC07_RUNTIME_VALID
43	BC07	bc07-ordinary-000--case-bc07-ordinary	BC07_RUNTIME_VALID
44	BC07	bc07-record-implies-effect--case-bc07-record-effect	BC07_RUNTIME_VALID
45	BC07	bc07-record-only-010--case-bc07-record	BC07_RUNTIME_VALID
46	BC07	bc07-result-rewrite--case-bc07-rewrite	BC07_RUNTIME_VALID
47	BC08	bc08-complete-effect--case-bc08-complete	BC08_RUNTIME_VALID
48	BC08	bc08-mid-boundary-failure--case-bc08-boundary	BC08_RUNTIME_VALID
49	BC08	bc08-missing-current--case-bc08-current	BC08_RUNTIME_VALID
50	BC08	bc08-missing-observation--case-bc08-observation	BC08_RUNTIME_VALID
51	BC08	bc08-missing-result--case-bc08-result	BC08_RUNTIME_VALID
52	BC08	bc08-missing-transition--case-bc08-transition	BC08_RUNTIME_VALID
53	BC08	bc08-missing-view--case-bc08-view	BC08_RUNTIME_VALID
54	BC09	bc09-diagnostic-ephemeral--case-bc09-diagnostic	BC09_RUNTIME_VALID
55	BC09	bc09-duplicate-persists--case-bc09-duplicate	BC09_RUNTIME_VALID
56	BC09	bc09-failpoint-persists--case-bc09-failpoint	BC09_RUNTIME_VALID
57	BC09	bc09-failure-no-persistent-artifact--case-bc09-failure	BC09_RUNTIME_VALID
58	BC09	bc09-incomplete-persists--case-bc09-incomplete	BC09_RUNTIME_VALID
59	BC09	bc09-rejected-persists--case-bc09-rejected	BC09_RUNTIME_VALID
60	BC09	bc09-stale-persists--case-bc09-stale	BC09_RUNTIME_VALID
61	BC10	bc10-explanation-closed--case-bc10-explanation-closed	BC10_RUNTIME_VALID
62	BC10	bc10-explanation-leak--case-bc10-explanation-leak	BC10_RUNTIME_VALID
63	BC10	bc10-replay-closed--case-bc10-replay-closed	BC10_RUNTIME_VALID
64	BC10	bc10-replay-leak--case-bc10-replay-leak	BC10_RUNTIME_VALID
65	BC10	bc10-result-closed--case-bc10-result-closed	BC10_RUNTIME_VALID
66	BC10	bc10-result-leak--case-bc10-result-leak	BC10_RUNTIME_VALID
67	BC10	bc10-view-closed--case-bc10-view-closed	BC10_RUNTIME_VALID
68	BC10	bc10-view-leak--case-bc10-view-leak	BC10_RUNTIME_VALID
69	BC11	bc11-explanation-closure--case-bc11-explanation-closure	BC11_RUNTIME_VALID
70	BC11	bc11-finding-cross-link--case-bc11-finding-cross-link	BC11_RUNTIME_VALID
71	BC11	bc11-finding-dangling--case-bc11-finding-dangling	BC11_RUNTIME_VALID
72	BC11	bc11-latest-substitution--case-bc11-latest-substitution	BC11_RUNTIME_VALID
73	BC11	bc11-missing-as-empty--case-bc11-missing-as-empty	BC11_RUNTIME_VALID
74	BC11	bc11-replay-result--case-bc11-replay-result	BC11_RUNTIME_VALID
75	BC11	bc11-silent-cross-link--case-bc11-silent-cross-link	BC11_RUNTIME_VALID
76	BC11	bc11-silent-dangling--case-bc11-silent-dangling	BC11_RUNTIME_VALID
77	BC12	bc12-archive-bypass--case-bc12-archive-bypass	BC12_RUNTIME_VALID
78	BC12	bc12-canonical-unchanged--case-bc12-canonical-unchanged	BC12_RUNTIME_VALID
79	BC12	bc12-decision-provenance--case-bc12-decision-provenance	BC12_RUNTIME_VALID
80	BC12	bc12-derived-protection--case-bc12-derived-protection	BC12_RUNTIME_VALID
81	BC12	bc12-eligibility-delete--case-bc12-eligibility-delete	BC12_RUNTIME_VALID
82	BC12	bc12-forget-bypass--case-bc12-forget-bypass	BC12_RUNTIME_VALID
83	BC12	bc12-forget-consumed--case-bc12-forget-consumed	BC12_RUNTIME_VALID
84	BC12	bc12-noop-evaluator--case-bc12-noop-evaluator	BC12_RUNTIME_VALID
85	BC12	bc12-placement-decision--case-bc12-placement-decision	BC12_RUNTIME_VALID
86	BC12	bc12-protection-bypass--case-bc12-protection-bypass	BC12_RUNTIME_VALID
